P_from_Source_N1,P_from_Source_N2,P_from_Source_N3,P_from_Source_N4,P_from_Source_N5,P_from_Source_N6,P_from_Source_N7,P_from_Source_N8,P_from_Source_N9,P_from_Source_N10,P_from_Source_N11
0.9638682565785356,0.4305959215969096,0.10094699727480003,0.02366556613968433,0.00554805035379095,0.00130066045235107,0.0003049216817030896,7.148711533317292e-05,1.6770337201570218e-05,3.979402050018166e-06,1.136972026165406e-06
0.9573365621021929,0.43581306621681337,0.10217008151065464,0.023952300581117476,0.0056152711044031795,0.0013164193885845264,0.0003086161442563727,7.235326057180452e-05,1.6973528337087362e-05,4.027616903527864e-06,1.150747696070198e-06
0.9507972206973477,0.4410297233171654,0.10339305145460381,0.024239008228483655,0.00568248557351339,0.0013321768522408226,0.0003123102615994953,7.321932489765964e-05,1.717670047799862e-05,4.075827229459251e-06,1.164522074907737e-06
0.9442503303264872,0.4462458039410444,0.1046158862519144,0.024525684192634983,0.005749692614936835,0.0013479325745834258,0.00031600397068239235,7.408529352536536e-05,1.7379850157876844e-05,4.1240322496348014e-06,1.1782949327619365e-06
0.9376959895943243,0.45146121904065906,0.10583856502673636,0.024812323579595338,0.005816891081392244,0.0013636862866635722,0.00031969720852574195,7.495115168723459e-05,1.7582973981038296e-05,4.172231097447732e-06,1.1920660397167105e-06
0.9311342977381953,0.45667587948749994,0.10706106688406587,0.025098921490790266,0.0058840798244487675,0.0013794377192141538,0.00032338991195567806,7.581688450946516e-05,1.778606833956902e-05,4.220422994720519e-06,1.2058351481701202e-06
0.9245653546193048,0.4618896960824734,0.10828337091252199,0.025385473023860555,0.005951257694826633,0.0013951866028088888,0.0003270820177983345,7.668247725974169e-05,1.798912985547112e-05,4.268607092532229e-06,1.219602045891932e-06
0.917989260712468,0.46710257956550477,0.1095054561863452,0.0256719732730513,0.006018423542414835,0.0014109326678446376,0.00033077346289753104,7.75479150996337e-05,1.8192155044631608e-05,4.316782559647781e-06,1.2333664499085018e-06
0.23970212241466005,0.12421989686190522,0.029121561447880955,0.00682712965360595,0.0016005219932777304,0.00037521931615533286,8.796492943276429e-05,2.062286623285985e-05,4.837968635444768e-06,1.1479925762379218e-06,3.279978806934203e-07
0.2379438450228813,0.12557710803911415,0.029439740014250933,0.006901722024955808,0.001618009097964428,0.0003793189158425568,8.892602332973159e-05,2.0848189126203387e-05,4.890827670094123e-06,1.1605354007169666e-06,3.3158154735684064e-07
0.23618510384699098,0.12693423659779912,0.02975789921188849,0.006976309855569078,0.0016354951381219605,0.0003834182659647121,8.988705872189788e-05,2.1073498277639316e-05,4.943683485918272e-06,1.1730774293326364e-06,3.3516498410417485e-07
0.2344259062863786,0.12829127668992074,0.03007603766978632,0.00705089282404076,0.0016529800384439675,0.0003875173488713178,9.084803147077363e-05,2.1298792749817432e-05,4.9965358883728335e-06,1.1856186974566364e-06,3.3874820862127564e-07
0.23266625975037292,0.1296482224673688,0.030394154016972492,0.007125470609001221,0.0016704637235356579,0.000391616146876521,9.180893742018341e-05,2.1524071552329985e-05,5.049384576798311e-06,1.1981590636021446e-06,3.4233116785058474e-07
0.2309061716577471,0.13100506808210383,0.030712246882475064,0.0072000428890277735,0.0016879461180906708,0.0003957146423652123,9.27697724670094e-05,2.1749333747826774e-05,5.102229392022029e-06,1.2106985277691607e-06,3.4591387947795485e-07
0.2291456494368776,0.13236180768631628,0.031030314895339788,0.007274609342680044,0.0017054271467319014,0.00039981281759848147,9.373053243739032e-05,2.1974578328214192e-05,5.155070068756196e-06,1.2232369661567155e-06,3.494962904458277e-07
0.22738470052530224,0.1337184354326565,0.03134835668473622,0.00734916964862377,0.0017229067341353033,0.0004039106549612191,9.469121319283663e-05,2.2199804373827893e-05,5.207906412456432e-06,1.2357744141365146e-06,3.5307841844005597e-07
0.22562333236954324,0.135074945474323,0.03166637087997539,0.0074237234855423825,0.0017403848049768289,0.0004080081368029441,9.565181059485877e-05,2.2425010841202566e-05,5.260738140149091e-06,1.2483107302217356e-06,3.566602104030814e-07
0.22386155242500103,0.1364313319652925,0.031984356110545197,0.007498270532101619,0.0017578612838970596,0.0004121052454201178,9.66123205049672e-05,2.2650196828359717e-05,5.313565074975646e-06,1.2608459497840842e-06,3.6024170170660953e-07
0.22209936815551232,0.13778758906047914,0.03230231100611039,0.007572810467055651,0.0017753360955896347,0.00041620196319763086,9.757273876698652e-05,2.2875361274148178e-05,5.366386951648306e-06,1.2733799667084434e-06,3.6382285697893485e-07
0.22033678703350904,0.13914371091589348,0.03262023419670714,0.007647342969229392,0.0017928091648189359,0.00042029827244963056,9.853306129548472e-05,2.3100503311961166e-05,5.419203557936836e-06,1.2859127102514023e-06,3.6740364084835166e-07
0.2185738165394172,0.14049969168867807,0.03293812431247771,0.0077218677175008126,0.0018102804162609164,0.00042439415561406496,9.949328388122884e-05,2.3325621898333362e-05,5.472014699296857e-06,1.2984441627271082e-06,3.709840533148601e-07
0.21681046416170982,0.14185552553762013,0.03325597998411264,0.007796384390836313,0.001827749774626901,0.0004284895948989663,0.00010045340247415862,2.3550716131286277e-05,5.524820092754724e-06,1.31097425339215e-06,3.745640943784601e-07
0.21504673739665942,0.14321120662295725,0.033573799842497,0.007870892668273038,0.001845217164681272,0.0004325845727953402,0.00010141341284735522,2.3775784985040452e-05,5.577619543766055e-06,1.3235029291889689e-06,3.781436932957405e-07
0.21328264374789582,0.14456672910664245,0.033891582519011074,0.00794539222893656,0.0018626825112414691,0.00043667907158196224,0.00010237331091538665,2.400082750455983e-05,5.630412822414765e-06,1.3360301901175655e-06,3.8172292081011254e-07
0.21151819072661834,0.14592208715278646,0.03420932664554804,0.008019882752146995,0.0018801457390895603,0.0004407730737144665,0.00010333309255744921,2.422584273480837e-05,5.683199681098917e-06,1.3485558593194114e-06,3.853016884923122e-07
0.20975338585090622,0.14727727492732168,0.0345270308543371,0.008094363917206776,0.0018976067730606715,0.0004448665614893142,0.00010429275359968165,2.4450829667692456e-05,5.735979942959979e-06,1.3610800075379182e-06,3.8887999634233955e-07
0.2079882366458952,0.14863228659869182,0.03484469377827952,0.008168835403630564,0.0019150655380076142,0.0004489595173267678,0.00010525228995665198,2.4675787401233598e-05,5.788753307338457e-06,1.3736024932862636e-06,3.924578620460473e-07
0.2062227506432472,0.14998711633751605,0.035162314050807136,0.00824329689102145,0.0019325219588008857,0.0004530519235940321,0.00010621169745449893,2.4900714909652333e-05,5.841519597375822e-06,1.3861232988785944e-06,3.9603523254587717e-07
0.204456935381274,0.15134175831729627,0.035479890305882375,0.008317748059194757,0.0019499759604524702,0.0004571437627644269,0.00010717097202547638,2.512561125559847e-05,5.8942786008418406e-06,1.3986423889432056e-06,3.9961212552768193e-07
0.20269079840445972,0.15269620671409884,0.035797421178245824,0.008392188588018861,0.0019674274678151793,0.0004612350171697853,0.00010813010947803719,2.53504754663501e-05,5.947030034762869e-06,1.4111596750508326e-06,4.031884879339032e-07
0.20092434726323097,0.15405045570703207,0.03611490530325708,0.008466618157609745,0.0019848764059894265,0.00046532566930111306,0.0001090891057621211,2.5575306551499468e-05,5.999773722280377e-06,1.4236751395156234e-06,4.0676433745039376e-07
0.19915758951395676,0.15540449947821094,0.03643234131698318,0.008541036448224876,0.002002322699951824,0.0004694157014725574,0.00011004795666849515,2.5800103573696376e-05,6.052509415792429e-06,1.4361886939083135e-06,4.103396387054481e-07
0.1973905327186833,0.1567583322131637,0.0367497278563224,0.00861544314024552,0.0020197662747674138,0.0004735050962104957,0.00011100665818247074,2.6024865560218924e-05,6.105236867697084e-06,1.4487002851713449e-06,4.139143740132134e-07
0.19562318444458565,0.15811194810072593,0.0370670635589158,0.008689837914335924,0.002037207055625039,0.00047759383595287626,0.00011196520609481491,2.624959153834521e-05,6.157955883449962e-06,1.4612098956188648e-06,4.174885610595425e-07
0.19385555226428616,0.15946534133344717,0.037384347063288755,0.00876422045135487,0.00205464496767817,0.0004816819031376472,0.0001129235963908391,2.647428058841088e-05,6.210666233134977e-06,1.4737174014499033e-06,4.2106211141517137e-07
0.1920876437551823,0.16081850610753803,0.03770157700883324,0.008838590432214204,0.0020720799361156495,0.00048576928023812843,0.00011388182486131032,2.6698931666950633e-05,6.263367669150189e-06,1.4862228557220192e-06,4.2463511350936403e-07
0.1903194664994999,0.1621714366232237,0.038018752035878574,0.008912947538250232,0.0020895118862324356,0.000489855949709954,0.00011483988747385415,2.6923543889671822e-05,6.316059996951218e-06,1.4987261169483902e-06,4.282074612270037e-07
0.18855102808402757,0.16352412708483255,0.03833587078574449,0.008987291450923057,0.0021069407433411723,0.0004939418940971873,0.00011579778007229519,2.7148116248480838e-05,6.368742986621978e-06,1.5112271674431634e-06,4.317792076256488e-07
0.18678233609967487,0.1648765717008845,0.03865293190061733,0.00906162185188733,0.0021243664328252465,0.0004980270958908337,0.00011675549858888729,2.737264777065578e-05,6.421416372874678e-06,1.5237259187770747e-06,4.3535026427603543e-07
0.18501339814163123,0.16622876468449774,0.038969934023921446,0.009135938423133733,0.0021417888801564746,0.0005021115375818995,0.0001177130389205126,2.7597137536532304e-05,6.474079978850789e-06,1.5362223886359772e-06,4.3892068423572187e-07
0.18324422180885327,0.16758070025315894,0.039286875800000835,0.00921024084684749,0.0021592080107889866,0.0005061952017321335,0.00011867039694636743,2.782158455570265e-05,6.526733556948373e-06,1.5487164532189014e-06,4.424904144471498e-07
0.18147481470401153,0.1689323726293598,0.039603755874437534,0.009284528805514485,0.0021766237503007147,0.0005102780708679132,0.0001196275686163915,2.804598789081663e-05,6.579376894937195e-06,1.5612080771541415e-06,4.460594549103192e-07
0.17970518443311925,0.17028377604031422,0.03992057289380397,0.009358801981797464,0.0021940360243226475,0.0005143601275863595,0.00012058454980978111,2.827034656915233e-05,6.632009727529465e-06,1.5736972250699923e-06,4.496277702535245e-07
0.1779353386054969,0.17163490471852405,0.040237325506052066,0.00943306005878363,0.0022114447584857745,0.0005184413544315357,0.00012154133647647596,2.8494659635673705e-05,6.6846318955525066e-06,1.5861838615947477e-06,4.531953958484714e-07
0.17616528483340083,0.17298575290160248,0.0405540123603187,0.009507302719754734,0.0022288498786333143,0.0005225217340182485,0.00012249792447798652,2.8718926135344703e-05,6.73724313371853e-06,1.5986678629274387e-06,4.567622609517486e-07
0.17439503073186402,0.17433631483264522,0.040870632106890334,0.00958152964832855,0.002246251310502372,0.0005266012489613046,0.0001234543097996242,2.8943145095443426e-05,6.789843194425594e-06,1.6111492290680653e-06,4.6032834787750335e-07
0.17262458391853697,0.1756865847604252,0.04118718339752135,0.00965574052835278,0.002263648980059967,0.000530679881857825,0.00012441048833827112,2.9167315613991377e-05,6.842431883129319e-06,1.6236279069590687e-06,4.638936919974413e-07
0.17085395201335168,0.17703655693930406,0.04150366488520415,0.009729935044099573,0.002281042813237748,0.0005347576154110454,0.0001253664560261812,2.9391436665209095e-05,6.895009005285324e-06,1.6361038435428911e-06,4.6745825793985676e-07
0.16908314263834476,0.17838622562958584,0.04182007522438135,0.009804112880088693,0.002298432736055793,0.0005388344321827153,0.0001263222087779224,2.961550734711809e-05,6.947574295605819e-06,1.6485769503902681e-06,4.710219926471915e-07
0.16731216341748056,0.17973558509776472,0.042136413070910476,0.009878273721264357,0.0023158186747287246,0.0005429103149821855,0.00012727774261417785,2.9839526686996455e-05,7.000127524174715e-06,1.6610472275012002e-06,4.7458493149115105e-07
0.16554102197643897,0.18108462961648947,0.04245267708206389,0.009952417252765328,0.002333200555382735,0.000546985246406577,0.00012823305337877216,3.0063493765179853e-05,7.0526685141334875e-06,1.6735145687605702e-06,4.78147021414177e-07
0.1637697259422617,0.18243335346484654,0.04276886591667031,0.010026543160207884,0.002350578304320876,0.0005510592092298692,0.00012918813705701675,3.028740759126052e-05,7.105197000194342e-06,1.6859789564825258e-06,4.817082801021223e-07
0.1619982829433699,0.18378175092841315,0.043084978235097146,0.010100651129544341,0.0023679518479169425,0.0005551321861199264,0.00013014298961653718,3.051126719251656e-05,7.157712787812898e-06,1.6984403376095082e-06,4.852686721832811e-07
0.16022670060905145,0.18512981629957548,0.04340101269926813,0.010174740847116098,0.002385321112703902,0.0005592041599391572,0.00013109760704264488,3.073507172002703e-05,7.210215647073071e-06,1.7108986237122537e-06,4.888281976576536e-07
0.15845498656960216,0.1864775438776349,0.043716967972716445,0.010248811999512157,0.002402686025090921,0.0005632751134261692,0.00013205198524990786,3.0958820130326624e-05,7.262705312687068e-06,1.7233538324766152e-06,4.923868211535343e-07
0.15668314845563633,0.18782492796877262,0.04403284272060234,0.010322864273887471,0.0024200465118231975,0.0005673450293372561,0.00013300612020595166,3.1182511521436855e-05,7.315181625482215e-06,1.7358058047299176e-06,4.959445249850702e-07
0.1549111938983341,0.18917196288650948,0.04434863560981928,0.010396897357662277,0.002437402499628243,0.0005714138905701981,0.0001339600078960877,3.140614495600751e-05,7.367644355542425e-06,1.748254593529719e-06,4.995013091522616e-07
0.1531391305289995,0.1905186429517589,0.04466434530899398,0.010470910938734328,0.0024547539152512555,0.0005754816798989747,0.00013491364432331325,3.162971947900255e-05,7.420093219894053e-06,1.7607000750750502e-06,5.030571736551082e-07
0.15136696597877733,0.19186496249282714,0.044979970488504,0.010544904705390473,0.0024721006857204063,0.0005795483802567379,0.0001358670254198822,3.1853234100014216e-05,7.4725280947361314e-06,1.773142267051764e-06,5.066120831219046e-07
0.14959470787856483,0.19321091584576675,0.04529550982046016,0.010618878346324329,0.0024894427379577523,0.0005836139744882106,0.00013682014720647767,3.207668798780743e-05,7.524948679409161e-06,1.7855810633447434e-06,5.101660198667979e-07
0.147822363858817,0.19455649735451822,0.04561096197893639,0.010692831550689346,0.0025067799991683225,0.0005876784455265448,0.0001377730056860969,3.230008009891687e-05,7.577354779368762e-06,1.7980164108964304e-06,5.137189838897882e-07
0.14604994154915776,0.19590170137094529,0.04592632563979288,0.010766764008098811,0.0025241123965394617,0.0005917417763225784,0.00013872559689710889,3.2523409584421616e-05,7.629746200070554e-06,1.8104482566492664e-06,5.172709221333171e-07
0.1442774485782912,0.19724652225510025,0.046241599480799915,0.010840675408484352,0.0025414398574176867,0.0005958039497917777,0.00013967791673639578,3.274667543622805e-05,7.682122676226745e-06,1.8228765652315462e-06,5.208218699690904e-07
0.14250489257377197,0.19859095437534774,0.04655678218174396,0.010914565442431972,0.002558762309202571,0.0005998649490087814,0.00014062996127769828,3.296987673467182e-05,7.734484030978807e-06,1.8353013189574165e-06,5.243718097112549e-07
0.14073228116184586,0.19993499210848856,0.046871872424303844,0.010988433800846025,0.0025760796795059205,0.0006039247569067418,0.00014158172655938533,3.319301257777445e-05,7.786829981353095e-06,1.8477223763400553e-06,5.279206883022525e-07
0.13895962196699013,0.2012786298399896,0.047186868892263055,0.011062280175161436,0.0025933918959395387,0.0006079833565779834,0.00014253320856676837,3.341608199281403e-05,7.839160403548641e-06,1.8601397550653154e-06,5.314685057420831e-07
0.1371869226119842,0.20262186196401907,0.047501770271421224,0.011136104257290651,0.0026106988862920886,0.0006120407310440877,0.00014348440335590224,3.363908409549792e-05,7.891475014591798e-06,1.8725533843897859e-06,5.350152620307469e-07
0.13541419071752056,0.2039646828837298,0.047816575249629574,0.01120990573958826,0.0026280005784583495,0.0006160968634327512,0.00014443530696515587,3.3862017895418365e-05,7.943773584566483e-06,1.8849632289417606e-06,5.385609217965382e-07
0.1336414339020986,0.20530708701147107,0.048131282517003104,0.011283684314992487,0.002645296900403842,0.0006201517368716701,0.00014538591541521246,3.408488254365443e-05,7.996055954300019e-06,1.897369217977829e-06,5.421055027253097e-07
0.1318686597816887,0.20664906876857667,0.048445890765690676,0.011357439676901388,0.002662587780306318,0.0006242053344531693,0.0001463362247798126,3.430767704979836e-05,8.048321858504616e-06,1.9097712984404328e-06,5.456489517595031e-07
0.13009587596953762,0.20799062258589537,0.04876039869003422,0.011431171519208222,0.002679873146361216,0.0006282576394287463,0.00014728623109732536,3.453040049418581e-05,8.100571102635891e-06,1.922169434957866e-06,5.491912865849713e-07
0.12832309007622147,0.2093317429039324,0.04907480498674555,0.011504879536372197,0.002697152926958517,0.0006323086349968409,0.00014823593044149136,3.475305199252415e-05,8.152803439091906e-06,1.9345635214150116e-06,5.527324364583031e-07
0.12655030970879697,0.21067242417265492,0.04938910835469418,0.011578563423400783,0.0027144270506120048,0.0006363583043558928,0.0001491853188860513,3.497563058977731e-05,8.205018691014133e-06,1.946953593183576e-06,5.562724544370568e-07
0.12477754247138495,0.2120126608521464,0.04970330749511948,0.011652222875761281,0.0027316954458885202,0.0006404066307397137,0.00015013439246937415,3.519813536628096e-05,8.25721664617234e-06,1.959339544148442e-06,5.598113051495269e-07
0.1230047959642861,0.21335244741212914,0.05001740111150699,0.011725857589575367,0.002748958041584819,0.0006444535975412878,0.00015108314733594403,3.542056540237075e-05,8.309397056964586e-06,1.971721338937904e-06,5.633489709098605e-07
0.1212320777841755,0.21469177833279537,0.050331387909835885,0.011799467261424551,0.0027662147665684024,0.0006484991880297984,0.00015203157952412986,3.564291984912576e-05,8.361559711160639e-06,1.9840989244944043e-06,5.668854163463522e-07
0.11945939552371355,0.21603064810448913,0.05064526659845531,0.011873051588527033,0.0027834655497951987,0.000652543385562858,0.00015297968519610165,3.586519768076651e-05,8.41370443190197e-06,1.9964722477603837e-06,5.704206591448547e-07
0.11768675677133375,0.21736905122791822,0.05095903588810194,0.011946610268578533,0.00280071032046874,0.000656586173533451,0.00015392746035485666,3.6087398101429624e-05,8.465830971586642e-06,2.008841273364137e-06,5.739546639336624e-07
0.11591416911111883,0.21870698221456128,0.05127269449213001,0.012020142999999888,0.002817949007863301,0.0006606275353522471,0.00015487490121562236,3.630952006764981e-05,8.517939100298567e-06,2.021205877504695e-06,5.774873953410698e-07
0.11414164012246483,0.2200444355864199,0.051586241126245935,0.012093649481707141,0.002835181541394642,0.0006646674545006602,0.00015582200385213946,3.653156278356367e-05,8.570028641179217e-06,2.0335661132396156e-06,5.810188887387824e-07
0.11236917737999258,0.2213814058765494,0.05189967450884439,0.012167129413217653,0.0028524078505846417,0.0006687059144424177,0.00015676876439120618,3.675352529413516e-05,8.622099381998362e-06,2.0459219098254877e-06,5.845491264409475e-07
0.11059678845326473,0.2227178876288642,0.05221299336079609,0.01224058249466779,0.0028696278652027775,0.0006727428987296768,0.00015771517897730664,3.6975406697385795e-05,8.67415109283991e-06,2.0582731434613424e-06,5.880780553900067e-07
0.10882448090664434,0.22405387539872146,0.05252619640567765,0.012314008426830609,0.0028868415150362136,0.0006767783908615364,0.0001586612437549249,3.719720605596537e-05,8.726183526101928e-06,2.0706198318330317e-06,5.9160567558596e-07
0.10705226229881729,0.22538936375237284,0.05283928236964784,0.012387406911062798,0.002904048730102031,0.0006808123744432114,0.00015960695488623095,3.741892253863881e-05,8.778196522611736e-06,2.082961886511292e-06,5.951319693429547e-07
