,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11
0,-0.19009595075920108,-0.06011087716850885,-0.01615709793547945,-0.005481477629235343,1.792539547125216e-05,0.0038564725133426237,0.012413187736877518,0.038763402907097344,0.11481333955982602,0.38432097320974395,0.8802239581541405
1,1.2834921885218082,0.50059004079831,0.13629882504981078,0.05058576895230686,0.016122853239234777,0.008688736228463037,0.010294205132991863,0.02572235125759619,0.07416506032814023,0.24743756737223657,0.3040920084943719
2,0.15796661172130963,0.1717461145042904,0.046608703539353986,0.016920737925423406,0.004099194904916222,-0.0006108223636047683,-0.006473840674874273,-0.021854764887355316,-0.06524736939143996,-0.22773284713203737,-0.12154075306785993
3,-0.26324188454016306,-0.6453340982163266,-0.1750477490767146,-0.0633421597389424,-0.01462051034111648,0.004256552084183577,0.029789197822085355,0.09887242496875406,0.29469094205300456,0.6691624834653811,0.3199820602344919
4,0.40303057641398254,1.055567784016612,0.3577953273294208,0.13263080502082378,0.04172115855691061,0.021282218841619262,0.022764341724943904,0.05446199029389831,0.15607799865911645,0.10449697052696388,0.036077285747994854
5,0.23826600805643802,0.20235343607455694,0.1470392243438532,0.05336582118536602,0.012875682547967197,-0.0020695749703117865,-0.020821206722103133,-0.07016652921966937,-0.21235640518826765,0.3289394676285184,0.9253462295892378
6,0.90826967320752,0.2962147345638151,-0.3075865146459364,-0.10868097640114201,-0.015872618672630758,0.03234771584899813,0.12172827477432194,0.38652837038864857,0.8363863330992978,0.45232778653096256,0.34727196802625876
7,0.23796386781166395,0.40017461813592947,0.8084708099362125,0.34136148102049974,0.08891794665977173,0.004586155416619419,-0.08292671780907881,-0.29446907179933984,-0.059467719481001304,-0.012034805010801838,-0.020559292770509312
8,-0.25647700535811163,-0.6205957729753735,0.04427420415257591,0.14953094384504836,0.07988730160048713,0.11329351864255462,0.2774588557330875,0.7220822371880421,0.4464415319054834,0.49233252739741457,0.23542499815775622
9,0.37344472521958966,1.0417404513078161,0.22389988247453446,-0.22915585403502423,-0.04082434233622365,0.04698779389176858,0.19634591501781032,0.29419580479417157,0.24238208878644016,0.1134841404344428,0.0195364121171707
10,0.6464515377427922,0.41011275126835117,0.4826366260584554,0.8447430607636413,0.2801827819110322,-0.03850900279635709,-0.43204238336796763,-0.12284008683714447,-0.006632914796980316,0.44578466223547036,1.0545960752600385
11,0.5777789432547746,0.19137656303152398,-0.31885710312792453,0.009157340649720899,0.24534904146000588,0.38425602746884524,0.8347965045551876,0.5286754404010345,0.5908795624468913,0.10624586876215195,0.1173081231894102
12,0.23710931235271673,0.4251832384015953,0.875395779978337,0.34029969938851823,-0.03710806165752464,0.1150656421301818,0.06932387124297534,-0.30202745681979126,0.018961273206987764,0.3017200886729351,0.14129243966616584
13,-0.19446739611880942,-0.459425282021338,0.0950049635697198,0.30440869227724954,0.6069012777754023,0.28130672553840036,0.38426296032570545,0.8824362830571104,0.4899031636282134,0.44906433753938657,0.21473488943903524
14,0.2930061525301696,0.8998395880069479,0.28717968673279726,0.03529392096331326,0.18166493306640608,0.1432369452425147,0.20281604303436254,0.21097973178026047,0.10094361980211701,0.04824842175081277,-0.03246041546703561
15,0.7989164266226308,0.432002990959216,0.3954178590172354,0.565372025957524,0.05405447887096173,0.6211872343151901,-0.09125203002669242,0.08106583481895081,0.31273111466498044,0.5808930020721329,1.1647671254806924
16,0.4646990423241528,0.17836713807096297,-0.2329638096021301,0.3424776488859216,1.1484732125243156,0.670879758243495,0.6387557776985697,0.39341953523138834,0.3369568513267798,-0.2249810164346267,-0.06866811705329685
17,0.14446773076368208,0.24291715005179598,0.9792551982172213,0.5919806153259439,0.35672178978527475,0.3775728346424044,0.45876492468814145,-0.16204621969260888,0.15344947574828632,0.634776668466115,0.30346611374023524
18,-0.025119472086598194,-0.05456288137229137,-0.07438354290351962,-0.32752451875507255,0.36253971574737565,0.5153498118875478,0.9081326711794053,1.2293581182176538,0.5966204509262539,0.42723329810551436,0.20429565958422416
19,0.22564746195329163,0.7909234902047366,0.7729161614435687,1.184991473899076,0.41484476052820557,-0.02873811834407031,0.0010168471193464275,-0.3411448778586783,-0.32235892522069515,-0.10169399891707656,-0.12488980690679578
20,0.8598776721133417,0.32298938364468344,-0.0997255297560912,0.2622818366563242,-0.022850697813586625,0.692499017018472,0.16687560343420269,0.9680490639535483,0.9601722700364718,0.8043651784575159,1.3038672225148054
21,0.4747371075732976,0.3801906912915877,0.4449303389842347,0.5341237788546036,1.0354048773362325,0.6677036714392695,0.7223654364398115,0.5797445273216956,0.4463835171714353,-0.2518290775134524,-0.09281657189203045
22,0.09869272523966094,0.16242653737254215,1.2597399259036874,0.7682536459678855,0.5841426503710214,0.27299158593950495,0.4327903343458343,-0.35071474837862815,-0.3715147026828189,0.5800259390533197,0.2773584884893308
23,0.24376659813376117,0.6144160591194229,0.10441989454022622,-0.3718781573651981,0.4092566126799999,0.7874162030899877,1.0408197137304034,1.6188998687488474,1.607318716105025,0.7660838933112911,0.36632822154753814
24,-0.16220005503292684,-0.12548608837872094,0.6082101789549011,1.3110824294393082,0.5016348655063031,0.09961167493521757,0.02512887468576158,-0.3991586714308331,-0.3936530068596487,-0.028194783315536636,-0.10119479875897923
25,1.5422502126111997,1.4903272921312225,0.22897879404654706,0.3556984366585771,0.11026250216811609,0.5862997639289996,0.13706364152948608,1.0591186156264887,1.070310963611774,0.3529450453973235,1.108221325120321
26,0.600766893730444,0.49015385312408216,0.4280889239421905,0.41026046056121124,0.6027000745969218,0.5033708967988512,0.6695558377804124,0.5851687469986743,0.6456089396835608,0.6801170095062588,0.4675719851554668
27,-0.7432034892489402,-0.20329168207716605,1.1666251512202719,0.8056630037950143,0.7824854098985964,0.18107156547849973,0.4541131413614198,-0.35655406427790626,-0.3382499934638986,0.5078809772249782,-0.18698118414120798
28,0.2953904564171585,0.7440147121010922,0.12504626755059173,-0.37185142824904627,0.4670685257896189,1.039454688959982,1.0956251107306125,1.6416686537823162,1.5358939661633755,0.665230831092736,0.23443912747650492
29,-0.08675023811419275,0.1228558750666861,0.7228701471891888,1.4378015799662411,0.6071852631217899,0.276033519887316,0.08614323432804553,-0.41804792171334054,-0.40349679755535967,0.08725051596646907,0.2201311236437692
30,1.557134364304228,1.2601230344165704,0.13702955791354607,0.3053279231409183,0.2184572342134416,0.43348548480044563,0.07693971788462192,1.113410115910322,1.131467795582353,0.2351600036280073,0.7944239082384653
31,0.5572604979607265,0.5159825827472235,0.5744441950033559,0.3838349971677729,0.3278529015994103,0.3934056165524976,0.6131096615961342,0.5217540886508265,0.5760671114819601,0.6581110120181094,0.4589824490608587
32,-0.8112138964417116,-0.30061238198222,1.0045728288622642,0.7872577332485517,0.8624185074937586,0.21277918754648084,0.5584997305631471,-0.21953944656925112,-0.04853601521780344,0.6478245420182899,-0.15159425772886007
33,0.23275637787272932,0.5862551267669126,0.15932143161304613,-0.16465463409514836,0.4881200400469396,1.0413280176681972,1.027176192847277,1.5260588937693822,1.262104627198537,0.5489315030536879,0.1997777847945824
34,0.07549028984598039,0.5747628616055575,0.7808972426031608,1.2829824569243913,0.546343928799354,0.3499839066217691,-0.028219634646910664,-0.5033194094820324,-0.4357020533839853,0.20104418875326407,0.5332251953706055
35,1.566243608374882,1.0377816719944164,0.05882292127722787,0.29125015621157646,0.4191712842158753,0.4769568382968051,0.38308097346253667,1.3020120214700415,1.2914352768992299,0.3598447014563007,0.603673871051484
36,0.530532895733883,0.5766355651331084,0.848142676952768,0.4215426312539935,0.12933391616127304,0.25930962556070347,0.390644948727572,0.39871316536397977,0.4327835357568089,0.3955013877143195,0.33697580507594554
37,-0.9041369214848433,-0.46061376516128666,0.6199054934383571,0.46065327177905524,0.8330736326841676,0.250543255195497,0.7277511403515005,0.13740252271757758,0.29196994386105096,0.7691404335817728,-0.12639550622448775
38,0.16718439595825932,0.42109569731987523,0.19872214401145125,0.05124658604072086,0.4439755551859446,0.8281232791516925,0.8171990345777866,1.1647790356110972,0.9287358941511293,0.4491948066528238,0.17302129199997296
39,0.21174600696044574,0.9518636852935755,0.8768930756358674,1.2871622597513515,0.3908029028142276,0.4042826034563087,-0.22931890461279564,-0.6206323369778187,-0.49519045088512426,0.25344357864829853,0.6891163810270332
40,1.5595425448133065,0.8925093498498637,0.014311515811819693,0.3233455280700731,0.7441237382318512,0.720527920211759,0.9147724759831829,1.5609461620061813,1.484866882430384,0.5896060026676709,0.5958077491392696
41,0.37515403468973857,0.5888688418148218,1.0858135929727077,0.48300288837955635,0.025510849195886937,0.12629032999688025,0.07264695719243264,0.17883178489885243,0.07303237886126486,0.02483791692096015,0.1597550874823386
42,-0.8128861785066526,-0.5398824585827022,0.2874016601879925,0.14060876968898744,0.8106592318484147,0.297857103285178,0.9115318146154647,0.5236980965447394,0.6970142116350637,0.9085195223116341,-0.09376904476313612
43,0.2039224253010912,0.5136296087271286,0.31974190638939487,0.3004826899406495,0.41509075326991696,0.6115063001759389,0.6191642264546215,0.85617879690706,0.7492971209423687,0.39825595338708697,0.16956057676041686
44,0.20450428506701832,0.9705572562696138,0.8655021648667035,1.2436663514519721,0.23316615527399284,0.5312988429012341,-0.22892359609874427,-0.4374816575484632,-0.48427607120532085,0.2211098942431967,0.7404778119284294
45,1.54949287555971,0.7567197861252607,-0.2657453545957585,0.2788872152818961,1.0223727683121322,0.8752057631500381,1.202268747350297,1.4852990517164488,1.561467881524218,0.8310525000312798,0.6630417266787811
46,0.06057179460781725,0.5826069143421613,1.3901319132016892,0.5647049019060444,-0.06719150442146192,0.005736384708526998,-0.20429557466699605,-0.0051746867915442845,-0.2490068945440477,-0.1469696286011666,0.07350944337868294
47,-0.5097309811727828,-0.4888590959159792,0.2198832500796667,0.07608712020671314,0.818984477539595,0.3182207493689238,1.022519834794083,0.7576204530269635,1.0301768363500552,0.8983157922603066,-0.13403792924525107
48,0.22593044262631612,0.5690623023650407,0.38063700318108007,0.38837356532174755,0.44760532212133247,0.6427508157270502,0.5763028858736228,0.7253697586217004,0.6599244839065475,0.37397239686874284,0.17882720710997593
49,0.2859540070947697,1.034143837693888,0.8758567337176767,1.2387975349461464,0.26499518984319487,0.5730745183588272,-0.17470766704890153,-0.2550457403622071,-0.5179911132755161,0.012742905790109423,0.7023297119900879
50,1.48539164311746,0.6630219741374838,-0.35467838905098265,0.25511987522505825,1.0423510688324689,0.8540060230701857,1.2132600514608534,1.324325947329632,1.6200616630847506,1.1170641819562912,0.7524209330070083
51,-0.1719843593244403,0.5455816535553484,1.482391307555293,0.5752797683216843,-0.1647444660500689,-0.0816018057614149,-0.3837337287597518,-0.2697462778630933,-0.3963152598294826,-0.026328295068923778,0.13302501848274773
