time,PRICE
0,0.3766
1,0.3766
2,0.3766
3,0.3766
4,0.3766
5,0.3766
6,0.3815232222222222
7,0.677
8,0.677
9,0.6820707222222222
10,0.9878700833333335
11,1.0761
12,1.0746299166666666
13,0.9864
14,0.9813292777777779
15,0.6835408055555556
16,1.0695591944444445
17,0.6820707222222222
18,0.9864
19,0.9864
20,0.9813292777777779
21,0.677
22,0.6720767777777779
23,0.3766
