N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11
3.209935059752864,0.7679758030489765,0.1800408397041764,0.042207975619774164,0.00989505058478007,0.00231975201174245,0.0005438334680522706,0.00012749859447790912,2.991020706397767e-05,7.097337276342587e-06,2.027810659226237e-06
3.032953222157296,0.8089085668878866,0.18963693523701658,0.044457641678660745,0.010422452316917059,0.00244339374744937,0.00057281954655566,0.00013429421203536607,3.1504407601817656e-05,7.475622155094053e-06,2.135892057197708e-06
1.057622341862141,0.35495077617339693,0.08321308502454595,0.01950810643704404,0.00457339394210814,0.00107216630242064,0.00025135441876096,5.892858198433308e-05,1.382420015258994e-05,3.280318689058248e-06,9.372339189915204e-07
0.9931299436033345,0.4071151155044562,0.0954422612804792,0.02237506025767556,0.0052455098790326,0.00122973419795712,0.00028829401172247003,6.758885477555748e-05,1.5855834718859584e-05,3.7624014593116595e-06,1.0749718515810527e-06
0.7277600087074835,0.35369492091499255,0.08291866789008268,0.019439084590359302,0.0045572127665281905,0.0010683728589972999,0.0002504650989252594,5.8720086118760716e-05,1.3775288602050176e-05,3.268712556862941e-06,9.339178799581572e-07
0.22650235441795902,0.13439620794629967,0.03150725066551074,0.007386420048485611,0.00173163955265513,0.00040595793841568,9.517117020494053e-05,2.2312327488833543e-05,5.234303479778424e-06,1.2420381241871504e-06,3.5486803750299784e-07
0.2088694490221914,0.14795406470219802,0.03468569444620304,0.008131560305687449,0.00190632692937826,0.00044691087646711,0.00010477201470170999,2.4563189662540724e-05,5.76233873102221e-06,1.3673346270602238e-06,3.906670438822869e-07
0.19120249533303452,0.16149402275795416,0.03785994213505232,0.00887571684973815,0.00208078368874642,0.00048780974960408,0.00011436018442877001,2.6811080296403713e-05,6.289676896147168e-06,1.4924657159208099e-06,4.2641878128284463e-07
0.1735090517271992,0.17501027031659616,0.04102863124015479,0.00961857026408021,0.00225493494817447,0.00052863700267583,0.00012393156383502,2.9055034554641248e-05,6.816091612154951e-06,1.6173776735282531e-06,4.621079143017238e-07
0.15579672066634848,0.18849703740707113,0.044190409075106775,0.010359803430906821,0.0024287063639634498,0.00056937520688633,0.00013348206697741998,3.129409448303737e-05,7.341358159062939e-06,1.742017198259438e-06,4.97719204808167e-07
0.13807312688128864,0.20194861231635275,0.047343936611259366,0.01109910243429678,0.0026020243430515,0.0006100071093873,0.00014300764916149,3.3527311833372146e-05,7.865254070066154e-06,1.8663314766207863e-06,5.332375703069215e-07
0.12034589549135058,0.2153593576683543,0.05048789224716262,0.011836157443856379,0.0027748162501753802,0.00065051568190192,0.00015250431836665,3.5753750716299544e-05,8.387559819516932e-06,1.9902684379245365e-06,5.686481334586269e-07
0.10262263022323989,0.22872372603147756,0.053620975467572184,0.012570663572568261,0.0029470106089850502,0.00069088416782569,0.00016196814621835,3.79724901198129e-05,8.908059314591643e-06,2.1137767914290342e-06,6.039362326913268e-07
-0.44306960723723554,-1.3662102748917035,-0.32028827487454586,-0.0750869620438014,-0.017603054322570987,-0.00412678240778744,-0.0009674665125034299,-0.00022681689851953633,-5.320953085933359e-05,-1.2625990370560734e-05,-3.607425812580845e-06
-0.8008089322422649,-2.7160431679797297,-0.6367371090266483,-0.14927382264021688,-0.03499509285434554,-0.00820409520438843,-0.0019233355654273798,-0.00045091484008793526,-0.00010578121496576318,-2.51006272758882e-05,-7.171607780983758e-06
0.0719329441705405,0.2517653045968767,0.059022740909350904,0.013837029495152201,0.0032438918187396,0.0007604836890904,0.0001782847821432,4.179783053044766e-05,9.805455281768173e-06,2.326718213634216e-06,6.647766468679706e-07
0.0719329441705405,0.2517653045968767,0.059022740909350904,0.013837029495152201,0.0032438918187396,0.0007604836890904,0.0001782847821432,4.179783053044766e-05,9.805455281768173e-06,2.326718213634216e-06,6.647766468679706e-07
0.0719329441705405,0.2517653045968767,0.059022740909350904,0.013837029495152201,0.0032438918187396,0.0007604836890904,0.0001782847821432,4.179783053044766e-05,9.805455281768173e-06,2.326718213634216e-06,6.647766468679706e-07
0.49559565478009515,1.7345847917303174,0.41078588563318447,0.09630282037254427,0.02257680604320652,0.005292806821826,0.00124082465499189,0.00029090412559444384,6.824391018755409e-05,1.6193470226651784e-05,4.626705789907249e-06
0.9043241905795878,3.1651346670285365,0.8316535468009854,0.19496916746859652,0.04570770680768421,0.01071551316597813,0.0025121024391697,0.0005889478102715799,0.00013816270698616001,3.278437115658321e-05,9.36696320073298e-06
0.2520748911663488,0.8822621190821918,0.2935840850316982,0.06882655026343629,0.01613539115374757,0.0037827099284110897,0.00088680352407948,0.00020790592992017,4.877316051103624e-05,1.1573292337002483e-05,3.3066549630298874e-06
0.23707770607830508,0.8297719712740335,0.3484116214584914,0.08168007463378077,0.01914871439348944,0.00448914013687674,0.00105241622244185,0.00024673286409485,5.7881665939227655e-05,1.3734632609507626e-05,3.9241807566901435e-06
0.22187638840076213,0.776567359402627,0.4033159372199317,0.09455159881066758,0.02216625742802912,0.00519655961543095,0.00121826084136426,0.0002856141706897,6.700292672809676e-05,1.58989995698831e-05,4.542571314270872e-06
0.05432495587336946,0.19013734555677023,0.12054377010454909,0.028259746611094528,0.00662508964535434,0.0015531567930019501,0.00036411592312007,8.53648610349898e-05,2.0025951498428942e-05,4.751920702635681e-06,1.3576916386724316e-06
2.870242012525286,0.8480116886832262,0.29282023577482547,0.0686474768328498,0.01609340997298633,0.00377286804557728,0.00088449623207445,0.00020736499871279137,4.8646262131501856e-05,1.1543180853276038e-05,3.2980516817125328e-06
3.3626420974912725,1.0351710642824656,0.3545215725596066,0.08311246446009113,0.01948451751080538,0.00456786433847044,0.00107087201225863,0.00025105971670071005,5.889671286463987e-05,1.3975491199850023e-05,3.992997495777351e-06
1.1064697124008465,0.49683144301532634,0.24570143896283536,0.05760115517416048,0.013503759320860282,0.0031657617697144597,0.00074216864281951,0.00017399712297887002,4.081841056167029e-05,9.685724548600218e-06,2.7673498778500337e-06
1.037898524827708,0.5344808615359645,0.2722136417529345,0.06381655836173748,0.01496087087485598,0.00350736057507485,0.00082225171293857,0.00019277213312149,4.522288610655383e-05,1.0730854336723318e-05,3.0659583910162434e-06
0.8345541369827517,0.5020509590641685,0.28221861956571714,0.06616208096811495,0.01551074479078334,0.00363627059041291,0.0008524728660439,0.00019985730675027997,4.688501431389307e-05,1.1125257640099795e-05,3.1786450506397395e-06
0.25783285991045096,0.23624450524826476,0.2373299735729099,0.055638585972303534,0.01304366330244112,0.00305789888865328,0.00071688169647045,0.00016806874543379,3.942765798092145e-05,9.35571545996421e-06,2.6730615650425893e-06
0.23603428813048466,0.23525672856996466,0.2546381276626787,0.05969623282090421,0.01399492003135944,0.00328090732015414,0.00076916290932991,0.00018032577180935,4.2303063768953474e-05,1.003801513940954e-05,2.8680043353988437e-06
0.1632001258946167,0.05620066683015492,-0.3576283711885866,-0.08384080854580502,-0.01965526726755875,-0.00460789415824022,-0.0010802564445505497,-0.00025325984226458006,-5.941284568940006e-05,-1.4097963369653178e-05,-4.027989527114651e-06
